date,no1,no2,no3,no4,no5
2014-02-15 04:00:00,-1.624032,-0.525798,-0.193007,-1.872439,-0.889900
2014-02-15 05:00:00,0.155441,-1.369274,0.664112,0.378544,-1.383773
2014-02-15 06:00:00,0.342371,0.066742,0.071220,2.239739,0.563858
2014-02-15 07:00:00,1.201638,1.932755,0.350248,-1.653910,1.134232
2014-02-15 08:00:00,0.141608,-0.645593,-0.375572,0.593530,0.717497
2014-02-15 09:00:00,-0.565317,1.423364,0.988539,0.157766,-1.177215
2014-02-15 10:00:00,-1.369375,-0.294010,0.192352,-0.174090,-0.427886
2014-02-15 11:00:00,0.605045,1.551988,-0.863275,-0.487402,0.093625
2014-02-15 12:00:00,-1.790805,0.964564,-0.719461,0.021525,1.481742
2014-02-15 13:00:00,-0.552556,-1.259241,-0.608083,0.065635,-0.441289
2014-02-15 14:00:00,1.218282,0.516871,-1.269789,-0.094246,1.571587
2014-02-15 15:00:00,-0.772805,-0.539905,0.208923,0.380890,-0.704217
2014-02-15 16:00:00,0.131279,1.032801,-3.418801,-0.980634,0.681541
2014-02-15 17:00:00,-1.289969,-0.219493,0.578366,0.229845,0.854024
2014-02-15 18:00:00,-0.981880,0.350793,-0.442030,0.521177,0.869628
2014-02-15 19:00:00,0.894209,0.650005,1.030543,-0.064276,-0.450239
2014-02-15 20:00:00,0.936773,-1.004461,1.536208,-0.288471,-1.014374
2014-02-15 21:00:00,0.463456,0.873251,-0.506523,-0.681028,-0.038675
2014-02-15 22:00:00,1.435796,-0.555995,-1.521227,-1.499886,-2.266516
2014-02-15 23:00:00,1.413836,0.894768,-0.737743,-1.140510,0.039942
2014-02-16 00:00:00,-0.201931,-0.165283,0.266657,0.310928,0.132377
2014-02-16 01:00:00,-0.466601,-0.138795,-0.620246,-1.740191,1.170552
2014-02-16 02:00:00,0.129901,-0.508425,-1.344516,0.004566,-0.033024
2014-02-16 03:00:00,0.675069,1.340968,0.510744,-0.062331,-0.696275
2014-02-16 04:00:00,-1.863285,0.202444,0.368771,-0.746101,-0.016458
2014-02-16 05:00:00,0.209092,0.653661,-0.503276,1.161138,-0.332331
2014-02-16 06:00:00,1.262849,0.587198,-0.624894,-0.042434,0.338008
2014-02-16 07:00:00,-0.376044,1.014306,0.950655,-0.260287,-0.289762
2014-02-16 08:00:00,0.009986,0.881588,-0.004027,-0.890692,-0.420254
2014-02-16 09:00:00,1.529161,0.428454,1.463896,0.430218,0.312480
2014-02-16 10:00:00,-0.508342,-1.176952,0.154963,0.876697,-0.974430
2014-02-16 11:00:00,-1.145110,1.133982,-0.655915,0.328692,0.464314
2014-02-16 12:00:00,0.410078,0.295399,0.467127,0.075593,1.004014
2014-02-16 13:00:00,0.115570,-0.597126,-1.874759,0.865203,-1.683676
2014-02-16 14:00:00,0.634461,-1.611836,0.758847,0.413635,-0.858563
2014-02-16 15:00:00,0.090023,-0.266149,-1.670136,-0.484785,0.872396
2014-02-16 16:00:00,-0.560047,-0.511187,-1.216336,-0.386038,0.384366
2014-02-16 17:00:00,-0.349407,0.602160,0.729995,-0.353069,0.141017
2014-02-16 18:00:00,0.344932,-0.805455,-1.253687,-0.077223,0.087401
2014-02-16 19:00:00,-0.520149,1.278159,-0.249982,1.424497,-1.280181
2014-02-16 20:00:00,0.972287,0.646103,-1.612258,-1.077417,-0.101104
2014-02-16 21:00:00,1.483558,-0.692248,1.771106,-0.688921,0.468296
2014-02-16 22:00:00,0.285855,1.638993,0.425004,-0.305700,0.040321
2014-02-16 23:00:00,-1.429139,0.329782,-0.914013,1.751909,-0.867546
2014-02-17 00:00:00,-0.436839,0.642719,-0.312281,0.378905,-1.116734
2014-02-17 01:00:00,-0.332594,-1.051209,-0.535791,-0.656127,0.776270
2014-02-17 02:00:00,-0.692092,1.326148,0.022236,-0.727932,0.567686
2014-02-17 03:00:00,-0.966925,-1.572557,0.574720,0.844357,0.979221
2014-02-17 04:00:00,0.934850,0.219555,-1.628738,-0.065725,-0.118826
2014-02-17 05:00:00,-0.105419,-0.787754,-0.142776,0.217725,-0.691647
2014-02-17 06:00:00,1.137809,1.029091,-0.566511,1.304111,-0.920609
2014-02-17 07:00:00,0.779090,-1.137309,2.044471,0.336312,0.365066
2014-02-17 08:00:00,-1.541636,-2.866408,0.155764,-1.885057,0.220438
2014-02-17 09:00:00,1.150871,-0.506571,0.602961,0.582189,-1.031252
2014-02-17 10:00:00,1.047459,0.559433,-0.134187,-0.353533,0.462194
2014-02-17 11:00:00,-0.350286,-0.220320,0.088267,0.528413,1.017145
2014-02-17 12:00:00,1.742635,-0.251630,0.316976,1.033751,0.875659
2014-02-17 13:00:00,0.062021,-0.351383,-0.085841,0.001480,0.230774
2014-02-17 14:00:00,-0.964056,-0.268763,-1.302482,-2.095117,-0.926577
2014-02-17 15:00:00,0.721943,0.283896,0.494509,0.768945,-0.666373
2014-02-17 16:00:00,0.009862,0.301096,-1.060771,0.552446,-0.449299
2014-02-17 17:00:00,-0.298728,0.506634,0.782482,1.260222,-0.770340
2014-02-17 18:00:00,1.025679,0.714300,-0.007080,1.008088,0.073558
2014-02-17 19:00:00,0.779191,-1.038763,0.462717,0.648151,-1.203789
2014-02-17 20:00:00,1.091271,-0.957904,-0.592484,-0.218273,2.013761
2014-02-17 21:00:00,0.184060,0.982821,-1.522751,-0.552266,0.671383
2014-02-17 22:00:00,-0.948501,-1.589870,-1.318866,0.120176,-0.700484
2014-02-17 23:00:00,0.540021,0.127177,0.083390,-1.684879,1.601362
2014-02-18 00:00:00,0.373636,-0.781172,0.986309,2.089969,2.081687
2014-02-18 01:00:00,0.762782,0.664759,0.247421,-1.740744,-1.902422
2014-02-18 02:00:00,1.676824,-1.673733,0.869333,-1.095879,-0.148970
2014-02-18 03:00:00,0.284795,-0.479179,-0.319451,0.402746,-1.098955
2014-02-18 04:00:00,0.248201,-0.087504,1.422197,1.185748,-0.276011
2014-02-18 05:00:00,0.490887,0.522210,0.611849,0.328481,1.330600
2014-02-18 06:00:00,0.206579,1.464721,-0.899089,0.745024,0.360104
2014-02-18 07:00:00,1.516615,-2.711485,0.218981,-1.108169,-0.424827
2014-02-18 08:00:00,-0.901280,1.008649,-1.768787,-0.771302,0.435070
2014-02-18 09:00:00,0.216687,-0.348615,-0.051745,0.653131,-1.425381
2014-02-18 10:00:00,1.323052,0.076998,0.252135,-0.651140,0.196177
2014-02-18 11:00:00,0.615192,-0.181852,-1.033138,0.750034,-0.220083
2014-02-18 12:00:00,-0.925932,0.685291,-0.627885,0.165631,-0.020365
2014-02-18 13:00:00,0.897832,-0.665990,0.800753,-1.619400,-1.927808
2014-02-18 14:00:00,0.139496,-0.118392,1.325032,-0.251839,-0.074035
2014-02-18 15:00:00,0.362944,-0.183291,-1.112216,-1.627898,0.458837
2014-02-18 16:00:00,0.203465,0.324865,-0.244480,0.546274,-0.664995
2014-02-18 17:00:00,0.310210,-0.533783,2.002474,1.061818,0.633629
2014-02-18 18:00:00,-0.017760,-1.209854,0.384322,0.127475,0.616931
2014-02-18 19:00:00,0.262245,-0.345981,1.876933,0.278240,0.437655
2014-02-18 20:00:00,-1.021806,2.367747,-0.352656,0.483999,-0.991373
2014-02-18 21:00:00,-0.789480,1.015597,-0.605326,-1.887364,0.609927
2014-02-18 22:00:00,0.824583,0.642051,1.967618,0.031540,1.098773
2014-02-18 23:00:00,0.101559,-0.370446,0.270424,-0.118928,0.866461
2014-02-19 00:00:00,-0.072995,-0.707306,-0.056595,-0.336003,-0.817144
2014-02-19 01:00:00,-0.104715,3.189191,-0.990496,0.122615,-0.114088
2014-02-19 02:00:00,0.850550,0.667311,-0.200105,0.510707,0.885048
2014-02-19 03:00:00,0.724922,-0.080377,0.790504,1.476890,-0.868334
2014-02-19 04:00:00,-0.144183,-0.985384,0.423860,1.085612,0.613637
2014-02-19 05:00:00,-0.379024,1.314001,-0.001094,-0.857217,-0.315623
2014-02-19 06:00:00,-2.343232,1.225238,0.257063,-0.763650,-0.349233
2014-02-19 07:00:00,-0.631746,0.442223,2.536194,0.178094,-0.419388
2014-02-19 08:00:00,-0.204795,2.014470,0.135135,2.196301,-0.728348
2014-02-19 09:00:00,0.466470,0.359720,0.335399,0.440377,2.404556
2014-02-19 10:00:00,-1.443334,-1.300350,-0.354142,-0.802658,1.431947
2014-02-19 11:00:00,0.700337,0.593269,0.434037,-1.711249,1.224403
2014-02-19 12:00:00,0.437235,-2.389343,-0.667385,0.452223,-0.528831
2014-02-19 13:00:00,0.620791,-0.010077,-0.421720,0.084712,1.750000
2014-02-19 14:00:00,1.896197,1.641568,0.560731,-1.090708,-0.011339
2014-02-19 15:00:00,-0.644447,-1.148972,-0.341183,0.582864,-0.798834
2014-02-19 16:00:00,-1.450334,1.948490,0.106716,0.122477,0.050932
2014-02-19 17:00:00,1.497331,0.627077,-0.055945,-0.321877,-0.498722
2014-02-19 18:00:00,-1.944788,0.568582,-0.508087,-0.504754,-1.454767
2014-02-19 19:00:00,0.705459,0.317580,0.407150,-0.625853,1.093906
2014-02-19 20:00:00,0.439139,1.073614,0.673445,0.346371,1.362980
2014-02-19 21:00:00,-0.235844,0.775186,1.211488,0.463097,-0.609230
2014-02-19 22:00:00,0.576764,1.117756,-0.793678,-0.341482,0.237045
2014-02-19 23:00:00,0.579637,0.608588,0.154931,1.189044,-1.529116
2014-02-20 00:00:00,0.325113,-0.860126,0.788253,0.337365,0.907510
2014-02-20 01:00:00,0.218860,0.109258,-1.529686,0.572234,-1.064853
2014-02-20 02:00:00,0.641020,1.041883,0.862799,-1.140625,2.694278
2014-02-20 03:00:00,-0.657461,-0.749927,0.725555,-0.805072,-1.124013
2014-02-20 04:00:00,0.404013,-0.244177,0.939580,0.622387,-0.422705
2014-02-20 05:00:00,-1.501327,-1.425171,0.484371,1.770219,-0.243807
2014-02-20 06:00:00,0.397603,0.055253,1.817817,0.146930,-0.163818
2014-02-20 07:00:00,0.546130,-0.860086,0.658458,0.949121,1.445485
2014-02-20 08:00:00,-0.586907,1.127809,0.948130,0.251487,-0.288697
2014-02-20 09:00:00,1.122333,0.197768,1.513486,0.784025,-1.235948
2014-02-20 10:00:00,0.611587,0.727863,1.334852,-1.241399,0.195219
2014-02-20 11:00:00,0.753267,-0.599369,1.219600,0.876186,-0.609355
2014-02-20 12:00:00,-0.740013,-0.045522,-0.129736,-0.218381,-0.377134
2014-02-20 13:00:00,0.992439,0.598209,0.674909,-1.256882,-0.549283
2014-02-20 14:00:00,-0.629512,1.311478,-0.450444,1.446710,-0.329968
2014-02-20 15:00:00,-1.065228,0.613156,-0.536168,0.887691,0.277314
2014-02-20 16:00:00,-0.567461,1.041312,0.404376,1.677052,-0.289872
2014-02-20 17:00:00,1.235107,-0.868295,1.382867,1.033004,0.535054
2014-02-20 18:00:00,0.630640,-1.848393,-1.278109,-0.037468,0.021298
2014-02-20 19:00:00,-0.101116,-0.432141,0.220628,0.312302,-1.114710
2014-02-20 20:00:00,-1.141256,0.439046,-0.541110,-1.190768,0.565837
2014-02-20 21:00:00,0.090285,1.154628,-1.044249,0.676882,-0.367187
2014-02-20 22:00:00,0.710728,0.703084,-0.692074,0.703129,-0.202080
2014-02-20 23:00:00,-1.210981,-0.880966,1.574923,-1.288531,-1.781001
2014-02-21 00:00:00,-0.565198,1.615323,-0.911073,0.421543,0.973082
2014-02-21 01:00:00,-0.124468,-1.100060,1.590851,0.174606,-0.426657
2014-02-21 02:00:00,0.127857,-0.589842,0.099054,-0.807336,0.338282
2014-02-21 03:00:00,1.137930,0.716408,-0.484390,-1.169550,-0.309101
2014-02-21 04:00:00,-0.907597,0.944896,-1.783224,1.418474,0.183886
2014-02-21 05:00:00,1.890879,1.787880,-0.270898,1.285540,0.068531
2014-02-21 06:00:00,0.999681,-1.805089,-0.353445,0.935731,-0.144082
2014-02-21 07:00:00,-0.143408,0.354219,1.570015,1.656224,1.380086
2014-02-21 08:00:00,-1.223682,0.137194,-0.219000,-0.350507,-0.688202
2014-02-21 09:00:00,-1.333519,0.288041,0.219009,1.372592,0.420013
2014-02-21 10:00:00,-0.214280,1.218190,1.111537,-2.931850,-0.097990
2014-02-21 11:00:00,1.985807,-0.485132,1.078018,-0.330407,0.268151
2014-02-21 12:00:00,-0.509766,-0.309672,0.185717,1.506734,0.649408
2014-02-21 13:00:00,-0.362572,2.625353,1.811395,0.030885,1.019887
2014-02-21 14:00:00,-1.105846,-0.772180,0.493607,-0.212673,-0.289686
2014-02-21 15:00:00,-0.981495,-0.302548,1.454881,-0.493820,-1.119743
2014-02-21 16:00:00,0.251170,1.374320,-1.610314,0.562102,-1.346021
2014-02-21 17:00:00,0.068842,0.442734,0.460576,0.982488,-0.046295
2014-02-21 18:00:00,-1.193575,-0.005877,-0.423596,-0.945870,-1.351886
2014-02-21 19:00:00,-0.549430,-1.124380,0.021018,-0.363432,0.124059
2014-02-21 20:00:00,1.548244,0.505966,0.807476,1.492496,-0.269709
2014-02-21 21:00:00,-0.858309,0.280424,-0.711981,-1.829715,-0.638162
2014-02-21 22:00:00,-1.068887,-0.160564,0.050287,0.580852,-1.298654
2014-02-21 23:00:00,-1.211402,-0.057160,0.350060,-0.183109,-0.035085
2014-02-22 00:00:00,-0.780457,1.963460,0.017089,-0.087130,2.389588
2014-02-22 01:00:00,-0.472396,0.759860,0.735523,0.307964,-0.964009
2014-02-22 02:00:00,-0.161529,-0.549598,1.177028,-0.597464,-1.862686
2014-02-22 03:00:00,-0.630370,0.765097,-1.106400,-0.277805,-0.902536
2014-02-22 04:00:00,1.349726,-0.594993,-0.971943,-0.044209,0.471210
2014-02-22 05:00:00,0.184175,0.975856,1.753034,0.067614,0.253642
2014-02-22 06:00:00,-1.666327,-0.627361,-0.749309,-1.062926,0.328658
2014-02-22 07:00:00,-0.049822,-1.492238,-0.789094,0.335935,-1.761293
2014-02-22 08:00:00,0.233171,-0.613957,-1.987248,0.680383,-0.043443
2014-02-22 09:00:00,0.323607,-0.652460,-0.946060,0.300105,0.827874
2014-02-22 10:00:00,-0.320238,-1.818422,0.592178,0.905047,1.684291
2014-02-22 11:00:00,-0.303324,-1.042218,-0.387582,-0.953660,-0.002696
2014-02-22 12:00:00,1.292731,0.592240,0.207613,1.216679,-0.095403
2014-02-22 13:00:00,-0.264817,1.483637,1.024479,0.123612,0.620761
2014-02-22 14:00:00,0.734472,-0.323993,0.282000,0.254988,1.420254
2014-02-22 15:00:00,0.229948,-0.966363,1.529601,-0.369988,0.025644
2014-02-22 16:00:00,-0.747074,-0.452132,-0.689674,-0.986738,-0.274040
2014-02-22 17:00:00,0.363456,-0.760464,0.155834,-0.968760,0.180274
2014-02-22 18:00:00,1.186090,1.280401,1.127976,-0.657674,0.797479
2014-02-22 19:00:00,0.409903,-1.398594,-0.282191,-0.310131,0.807396
2014-02-22 20:00:00,-1.519958,-0.491148,1.200144,0.651158,0.648630
2014-02-22 21:00:00,-0.794528,-0.015683,-0.575512,0.891967,-0.409562
2014-02-22 22:00:00,0.637349,-0.257477,0.535074,-1.935095,0.062573
2014-02-22 23:00:00,0.631792,-0.274888,0.244024,0.696031,1.047905
2014-02-23 00:00:00,0.567407,0.163796,0.231621,-1.194362,-0.175095
2014-02-23 01:00:00,0.069363,0.836201,-0.761927,-1.135621,-1.807660
2014-02-23 02:00:00,-1.934371,0.293415,-0.819411,-1.134887,-0.507929
2014-02-23 03:00:00,-0.034292,-1.444427,-0.038043,0.013093,-2.734134
2014-02-23 04:00:00,1.394225,0.915153,0.780241,1.054019,0.064954
2014-02-23 05:00:00,-0.361910,0.173274,0.893931,-1.564403,-0.067880
2014-02-23 06:00:00,0.120911,0.148094,-1.572204,-0.890716,1.057658
2014-02-23 07:00:00,1.327104,0.391391,0.726286,-1.509945,-0.685227
2014-02-23 08:00:00,0.027765,0.101118,0.997930,0.085342,-0.199624
2014-02-23 09:00:00,-0.323569,0.569975,0.037751,1.199570,-1.247273
2014-02-23 10:00:00,-1.941173,-0.479575,1.010077,0.791834,-0.819823
2014-02-23 11:00:00,1.031170,0.064970,-0.541335,1.099870,-0.647183
2014-02-23 12:00:00,-1.899360,-1.888816,0.958286,0.105171,0.443019
2014-02-23 13:00:00,-0.552799,0.912928,-2.757367,-1.633583,1.961187
2014-02-23 14:00:00,-0.649763,-0.159425,0.742150,0.628695,-0.033919
2014-02-23 15:00:00,0.652935,0.573463,1.848212,-0.577175,-1.419589
2014-02-23 16:00:00,2.022898,-0.295296,-0.203812,-0.221968,0.410515
2014-02-23 17:00:00,0.213401,1.546794,0.793370,0.280195,0.684928
2014-02-23 18:00:00,0.839900,1.294056,0.385344,0.300765,0.062455
2014-02-23 19:00:00,-1.036589,0.718345,-2.347016,1.114189,-0.209998
2014-02-23 20:00:00,-0.275794,0.218250,-0.968733,-0.311447,1.371924
2014-02-23 21:00:00,1.321359,1.022922,-0.024193,-0.470484,-0.758898
2014-02-23 22:00:00,0.222626,-1.524886,1.771460,-0.375146,-1.287604
2014-02-23 23:00:00,0.178331,0.633055,0.927041,1.054935,1.369677
2014-02-24 00:00:00,1.663621,1.359575,-0.341464,1.605644,1.742206
2014-02-24 01:00:00,0.857849,-0.762943,0.227776,-1.930853,0.545583
2014-02-24 02:00:00,-0.065038,-0.003956,-1.301923,-0.879311,0.262266
2014-02-24 03:00:00,0.714068,1.059169,0.953846,-0.077700,-0.461946
2014-02-24 04:00:00,-0.664125,2.191527,-0.189566,0.006617,1.556063
2014-02-24 05:00:00,-1.391538,1.188926,0.572727,-0.379851,-0.227275
2014-02-24 06:00:00,-1.704821,-0.571729,-0.437213,0.311192,0.984612
2014-02-24 07:00:00,-2.641310,-0.690729,0.826105,0.164420,-0.208398
2014-02-24 08:00:00,1.313940,-0.148487,0.256883,-0.229904,-0.407413
2014-02-24 09:00:00,-1.601163,-0.323534,0.865129,-2.167521,1.552878
2014-02-24 10:00:00,0.855887,-0.488581,-0.786724,2.181855,-1.709562
2014-02-24 11:00:00,-0.280496,0.792892,-1.047527,-1.383204,-0.354772
2014-02-24 12:00:00,0.754025,-1.477428,0.125877,-0.139699,-0.386718
2014-02-24 13:00:00,0.653761,-0.368968,0.644836,-1.116666,-0.916421
2014-02-24 14:00:00,1.505462,-0.143990,0.530403,0.816259,-0.134956
2014-02-24 15:00:00,0.974439,1.410786,0.061549,0.187825,0.341779
2014-02-24 16:00:00,0.870949,0.033264,-1.020510,0.842845,-0.515262
2014-02-24 17:00:00,-0.113930,0.980500,0.108125,-0.167794,2.027804
2014-02-24 18:00:00,0.544521,0.337142,-0.327892,-2.013753,1.491890
2014-02-24 19:00:00,0.892577,1.366534,0.538868,-0.179488,-0.939863
2014-02-24 20:00:00,0.484411,0.983108,2.674915,0.995826,-0.582999
2014-02-24 21:00:00,-0.250847,0.782604,0.243609,0.686408,0.893783
2014-02-24 22:00:00,-0.045681,1.159292,0.038343,0.932595,-1.098919
2014-02-24 23:00:00,-1.409970,-0.480616,-1.560718,-1.193728,-0.790218
2014-02-25 00:00:00,1.615868,0.534688,-0.911430,-1.001997,-0.760196
2014-02-25 01:00:00,-0.297998,0.164367,0.054093,-0.849582,-0.553596
2014-02-25 02:00:00,-0.439892,0.108044,-0.552189,-2.612069,0.362158
2014-02-25 03:00:00,-1.365059,0.002553,1.625909,-0.109401,-1.159246
2014-02-25 04:00:00,-0.183587,0.448196,-0.010346,-1.018254,0.790517
2014-02-25 05:00:00,-1.832563,0.181337,-1.897628,0.861898,-2.192707
2014-02-25 06:00:00,-0.555232,0.365343,0.318947,-0.438111,0.663767
2014-02-25 07:00:00,1.108965,0.254174,-3.386873,0.281559,0.746640
2014-02-25 08:00:00,0.335804,-0.847047,0.619699,-1.072508,-2.112350
2014-02-25 09:00:00,-1.738870,-1.805492,-1.073425,-1.223674,0.419795
2014-02-25 10:00:00,-0.398045,-0.583885,-0.846480,0.471792,2.597770
2014-02-25 11:00:00,0.041842,1.548452,-1.820078,0.094093,1.182585
2014-02-25 12:00:00,-0.882206,-2.086071,1.838061,-0.252293,0.264647
2014-02-25 13:00:00,-0.815922,-0.160977,0.650066,-0.142940,-0.558959
2014-02-25 14:00:00,1.809824,-0.133937,0.397434,0.640728,-2.134259
2014-02-25 15:00:00,-0.576454,-0.045599,-0.465788,1.261727,-0.032506
2014-02-25 16:00:00,-0.110806,0.424643,0.884422,0.010169,-0.165233
2014-02-25 17:00:00,1.424031,-0.064460,0.596369,0.319962,-0.126976
2014-02-25 18:00:00,0.332629,0.190097,0.890244,-0.031872,-0.166600
2014-02-25 19:00:00,-1.347985,0.862565,-0.547440,0.881546,-0.294032
2014-02-25 20:00:00,0.783037,-1.639987,0.433265,0.876101,0.077272
2014-02-25 21:00:00,1.291386,0.236024,0.727187,-1.473932,-0.680117
2014-02-25 22:00:00,0.170303,0.039692,0.076602,0.121925,0.914256
2014-02-25 23:00:00,-0.658307,-0.055595,0.495008,-0.365553,-0.079720
2014-02-26 00:00:00,-2.153733,0.932019,2.978063,-1.375826,-1.013339
2014-02-26 01:00:00,-0.614923,0.981436,0.633157,0.114315,-0.549883
2014-02-26 02:00:00,0.224626,1.113689,-0.975626,-0.026714,1.493083
2014-02-26 03:00:00,-0.609628,-0.513426,0.480128,-0.552242,-0.681021
2014-02-26 04:00:00,-1.718691,-1.163497,-0.370982,-0.857127,-0.381333
2014-02-26 05:00:00,-1.674679,0.925501,0.143676,0.298042,-1.741793
2014-02-26 06:00:00,1.023019,-1.559522,0.827173,0.923601,0.662510
2014-02-26 07:00:00,-0.634299,-0.673896,-0.498048,0.731468,-1.692834
2014-02-26 08:00:00,1.619982,-1.095043,0.178221,-1.723008,-0.405540
2014-02-26 09:00:00,0.665019,-0.637180,-1.373319,0.376045,-0.800552
2014-02-26 10:00:00,-0.165635,-0.315693,-0.111611,1.854053,0.898011
2014-02-26 11:00:00,0.348746,-0.954766,-1.179142,-1.554966,0.955293
2014-02-26 12:00:00,-0.923802,-1.134410,2.001227,1.294095,0.110805
2014-02-26 13:00:00,1.966856,0.919632,-0.934537,1.551087,-0.363153
2014-02-26 14:00:00,-0.561069,0.964928,2.168773,-2.151233,0.959293
2014-02-26 15:00:00,1.191850,0.420629,-0.007553,0.281366,-0.570647
2014-02-26 16:00:00,0.665203,-0.152209,-0.772772,-0.626318,-1.206720
2014-02-26 17:00:00,2.648147,-1.164480,0.022034,-0.170456,0.502901
2014-02-26 18:00:00,-0.193338,0.507008,0.181857,0.042363,0.156276
2014-02-26 19:00:00,-0.718558,-0.103481,-0.706958,0.559866,0.644368
2014-02-26 20:00:00,0.442027,0.125474,-1.306269,-1.443718,-0.479957
2014-02-26 21:00:00,-0.421560,1.369180,1.552119,-0.077251,0.479996
2014-02-26 22:00:00,0.335655,0.012485,1.608516,1.447214,0.023566
2014-02-26 23:00:00,0.313434,-1.267472,-0.105278,-0.310977,-1.844693
2014-02-27 00:00:00,-0.742025,-0.180863,1.199321,-2.124754,-0.066570
2014-02-27 01:00:00,1.180667,0.096754,2.007131,0.218696,-0.370300
2014-02-27 02:00:00,0.673997,-1.299557,-0.072284,0.111718,-0.118593
2014-02-27 03:00:00,-0.782550,-0.325504,-1.808233,1.048656,1.168335
2014-02-27 04:00:00,-1.092611,-1.985606,-1.334739,1.634707,-0.859605
2014-02-27 05:00:00,-0.576142,0.316543,0.269553,-0.578470,-0.623488
2014-02-27 06:00:00,1.530279,0.211773,0.464178,-0.175301,0.819133
2014-02-27 07:00:00,-0.685664,-0.162562,1.475154,-0.464576,0.112549
2014-02-27 08:00:00,1.181270,-0.465960,2.062237,1.385988,1.374088
2014-02-27 09:00:00,-0.368548,-1.162108,-0.269043,-0.459701,1.134371
2014-02-27 10:00:00,0.552156,0.667090,-1.865678,1.312315,-2.177343
2014-02-27 11:00:00,0.205873,-0.655714,0.010829,-1.830654,-0.710634
2014-02-27 12:00:00,-0.238397,-1.017149,0.313822,0.080125,0.082046
2014-02-27 13:00:00,0.826038,-1.460894,1.067711,0.795065,-0.201321
2014-02-27 14:00:00,0.789111,1.535287,0.053216,-1.877507,1.024099
2014-02-27 15:00:00,-0.334435,1.933650,0.464888,-1.000233,-0.658220
2014-02-27 16:00:00,1.108152,-0.586887,0.701029,1.236248,0.777753
2014-02-27 17:00:00,0.401186,0.348613,-0.787188,1.172147,-1.702370
2014-02-27 18:00:00,-0.249507,0.080865,-2.092327,-2.161546,1.054415
2014-02-27 19:00:00,-0.167280,0.329230,0.792574,0.540795,1.258418
2014-02-27 20:00:00,-0.638179,0.850649,0.121698,0.689144,-0.565977
2014-02-27 21:00:00,1.233388,0.544947,-0.308737,0.247362,0.559921
2014-02-27 22:00:00,-1.164439,-1.049783,-0.579149,1.120622,1.543690
2014-02-27 23:00:00,-1.380882,-0.191756,-2.471514,-1.452242,0.545802
2014-02-28 00:00:00,-2.099163,1.566946,-0.252496,-1.490071,1.432310
2014-02-28 01:00:00,-0.466083,0.950123,0.447963,-0.818245,0.677381
2014-02-28 02:00:00,0.903898,-0.278586,0.003905,1.639364,3.499284
2014-02-28 03:00:00,-1.507262,1.872454,0.763359,2.251595,0.848480
2014-02-28 04:00:00,1.583825,0.021665,-0.466151,-0.463669,0.560993
2014-02-28 05:00:00,-2.493621,1.249041,-0.400797,0.010934,-1.011003
2014-02-28 06:00:00,-0.654970,1.455921,0.332641,0.369959,0.762613
2014-02-28 07:00:00,-1.516080,-0.776308,0.560379,0.388642,-0.463355
2014-02-28 08:00:00,-0.703100,-0.982434,-1.826785,0.551583,0.737668
2014-02-28 09:00:00,0.824966,-1.156198,0.229343,-0.249902,-0.743095
2014-02-28 10:00:00,1.432908,0.707365,-0.454845,1.009703,-0.234038
2014-02-28 11:00:00,1.256136,0.194297,-0.244571,0.036200,-1.972426
2014-02-28 12:00:00,2.374559,0.754635,0.346213,-0.475845,-0.305779
2014-02-28 13:00:00,0.294041,0.036873,-0.353267,1.274181,1.142286
2014-02-28 14:00:00,-1.015614,-0.439802,0.981183,0.451796,1.556458
2014-02-28 15:00:00,-0.374121,0.436604,-0.768447,1.032066,-0.494986
2014-02-28 16:00:00,1.425416,1.368023,0.747138,-1.046574,0.806177
2014-02-28 17:00:00,0.069950,0.480268,0.026382,-0.091816,0.675862
2014-02-28 18:00:00,-0.204327,-0.626151,-1.529803,-0.217936,0.059437
2014-02-28 19:00:00,-0.082365,-1.173024,1.186063,0.324731,-0.989433
2014-02-28 20:00:00,1.050905,0.217162,-0.233601,0.229272,0.262130
2014-02-28 21:00:00,0.590652,0.765689,0.918449,0.615479,0.203868
2014-02-28 22:00:00,2.426539,0.355380,0.665146,-0.382339,0.277438
2014-02-28 23:00:00,0.562908,-1.819186,-0.021560,-0.371844,-0.297373
2014-03-01 00:00:00,-0.957547,-0.799397,0.337843,1.345094,-0.679555
2014-03-01 01:00:00,0.162178,0.322698,-0.008399,0.218153,-2.546531
2014-03-01 02:00:00,-0.334396,0.766251,1.554591,0.326554,0.006121
2014-03-01 03:00:00,-0.184613,0.869534,0.418190,-1.236721,-0.677466
2014-03-01 04:00:00,0.122804,-1.096695,0.563236,-0.544673,-0.465427
2014-03-01 05:00:00,0.611211,-0.345525,0.570649,-0.859987,0.181038
2014-03-01 06:00:00,0.240778,0.084048,0.160930,1.579182,-0.317058
2014-03-01 07:00:00,-0.310814,2.230735,-0.785518,-0.855148,0.909626
2014-03-01 08:00:00,-0.086830,0.545116,-1.246069,1.477106,1.193854
2014-03-01 09:00:00,-0.345728,-0.444897,-0.081296,0.533988,0.101175
2014-03-01 10:00:00,-0.361822,-0.491298,-2.511157,-1.252945,-0.178159
2014-03-01 11:00:00,-0.807385,0.796112,0.920855,-1.089976,1.074807
2014-03-01 12:00:00,-1.075369,-0.969318,0.641980,0.069183,0.409787
2014-03-01 13:00:00,0.224861,0.778396,-0.572872,-0.273640,-2.385925
